id	name	kegg_id	origin	weight
HMDB41364	Secoeremopetasitolide A	NA	Endogenous	366.167853186
HMDB41365	25-Acetylvulgaroside	NA	Endogenous	478.293053698
HMDB41366	24,25-Diacetylvulgaroside	NA	Endogenous	520.303618384
HMDB41367	25-Cinnamoyl-vulgaroside	NA	Endogenous	566.324353826
HMDB41368	24-Acetyl- 25-cinnamoylvulgaroside	NA	Endogenous	608.334918512
HMDB41374	cis-Murisolinone	NA	Endogenous	580.47028978
HMDB41375	Notoginsenoside R9	NA	Endogenous	654.434298204
HMDB41388	Valeracetate	NA	Endogenous	280.203844762
HMDB41408	Gibberellin A101	NA	Endogenous	362.172938564
HMDB41415	Aeglin	NA	Endogenous	510.21011193
HMDB41422	(Z)-14-Methyl-6-pentadecenoic acid	NA	Endogenous	254.224580204
HMDB41424	Atemoyacin B	NA	Endogenous	594.449554338
HMDB41425	Isoleptospermone	NA	Endogenous	266.151809192
HMDB41429	Squamosinin A	NA	Endogenous	622.44446896
HMDB41430	Gymnodimine	NA	Endogenous	507.334858933
HMDB41446	Rosmaricine	NA	Endogenous	345.194008357
HMDB41449	[(3,7-Dimethyl-6-octenyl)oxy]acetaldehyde	NA	Endogenous	198.161979948
HMDB41460	Deterrol	NA	Endogenous	212.120115134
HMDB41464	Melilotoside A	NA	Endogenous	590.41825421
HMDB41465	Melilotoside B	NA	Endogenous	752.47107764
HMDB41466	Melilotoside C	NA	Endogenous	898.528986448
HMDB41467	Melilotoside D	NA	Endogenous	1030.571245192
HMDB41469	Dihydrocarveol acetate	NA	Endogenous	196.146329884
HMDB41471	Ginsenoside Ia	NA	Endogenous	800.492207012
HMDB41478	1-Tritriacontanol	NA	Endogenous	480.527016798
HMDB41479	Tritriacontyl octacosanoate	NA	Endogenous	886.944483148
HMDB41480	(Z)-13-Octadecenoic acid	NA	Endogenous	282.255880332
HMDB41488	4,5-Dihydropiperlonguminine	NA	Endogenous	275.152143543
HMDB41490	Dihydrogeranylacetone	NA	Endogenous	196.18271539
HMDB41493	4-Isopropylphenylacetaldehyde	NA	Endogenous	162.10446507
HMDB41494	(S)-Santolina acetate	NA	Endogenous	196.146329884
HMDB41495	ent-16a-Hydroxy-17-acetoxy-19-kauranal	NA	Endogenous	362.245709576
HMDB41496	Gibberellin A97	NA	Endogenous	364.188588628
HMDB41497	(S)-Neolyratyl acetate	NA	Endogenous	194.13067982
HMDB41498	2-Nonen-1-ol	NA	Endogenous	142.135765198
HMDB41499	(Z)-2-Nonen-1-ol	NA	Endogenous	142.135765198
HMDB41510	Gibberellin A98	NA	Endogenous	362.172938564
HMDB41511	Glycerol 2-(9Z,12Z-octadecadienoate) 1-hexadecanoate 3-O-[alpha-D-galactopyranosyl-(1->6)-beta-D-galactopyranoside]	NA	Endogenous	916.612322146
HMDB41523	cis-Goniothalamicin	NA	Endogenous	596.465204402
HMDB41524	cis-Annonacin-10-one	NA	Endogenous	594.449554338
HMDB41527	3-Dehydroteasterone	NA	Endogenous	446.33960996
HMDB41528	Torvoside A	NA	Endogenous	904.503165628
HMDB41529	Torvoside B	NA	Endogenous	904.503165628
HMDB41530	Torvoside E	NA	Endogenous	770.44525682
HMDB41531	Torvoside F	NA	Endogenous	902.487515564
HMDB41532	Eremosulphoxinolide A	NA	Endogenous	464.186874068
HMDB41533	Quasiprotopanaxatriol	NA	Endogenous	458.375995466
HMDB41534	Ginsenoside Rh4	NA	Endogenous	620.428818896
HMDB41547	Hovenidulcigenin B	NA	Endogenous	546.355653954
HMDB41548	Hovenidulcioside B1	NA	Endogenous	854.466386192
HMDB41549	Hovenidulcioside B2	NA	Endogenous	708.408477384
HMDB41551	3,8-Dihydroxy-6-methoxy-7(11)-eremophilen-12,8-olide	NA	Endogenous	296.162373878
HMDB41554	Artemisyl propionate	NA	Endogenous	210.161979948
HMDB41559	Butyl heptanoate	NA	Endogenous	186.161979948
HMDB41574	Artemisiatriene	NA	Endogenous	136.125200512
HMDB41575	Isokessane	NA	Endogenous	222.198365454
HMDB41576	beta-Cadinene	C09625	Endogenous	204.187800768
HMDB41577	3b,6a-Dihydroxy-alpha-ionol 9-[apiosyl-(1->6)-glucoside]	NA	Endogenous	520.251976744
HMDB41581	Cucurbitachrome 1	NA	Endogenous	600.41786028
HMDB41583	Setariol	NA	Endogenous	414.31339521
HMDB41584	3-Hydroxy-p-mentha-1,8-dien-7-al	NA	Endogenous	166.099379692
HMDB41585	Tussilagonone	NA	Endogenous	330.219494826
HMDB41586	Macrocarpal H	NA	Endogenous	472.282489012
HMDB41587	Macrocarpal I	NA	Endogenous	490.293053698
HMDB41588	2,6,10-Trimethyldodecanoic acid	NA	Endogenous	242.224580204
HMDB41589	alpha-Kessyl alcohol	NA	Endogenous	238.193280076
HMDB41590	Lutein 5,6-epoxide	C08602	Endogenous	584.422945658
HMDB41600	Ethyl (±)-3-hydroxyoctanoate	NA	Endogenous	188.141244506
HMDB41601	(E)-3-Nonen-1-ol	NA	Endogenous	142.135765198
HMDB41603	Methyl 3-hydroxybutyrate	NA	Endogenous	118.062994186
HMDB41606	Dimethyl adipate	C14570	Endogenous	174.089208936
HMDB41611	Ethyl 2-furanacrylate	NA	Endogenous	166.062994186
HMDB41613	Bis(1-methylethyl) hexanedioate	C14523	Endogenous	230.151809192
HMDB41614	Dipropyl hexanedioate	NA	Endogenous	230.151809192
HMDB41618	Diisobutyl adipate	C14260	Endogenous	258.18310932
HMDB41619	Dioctyl hexanedioate	NA	Endogenous	370.308309832
HMDB41621	6'-Sialyllactosamine	NA	Endogenous	632.227612486
HMDB41793	1-Aminopyrene	NA	Endogenous	217.089149357
HMDB41795	19-Noraldosterone	NA	Endogenous	346.178023942
HMDB41796	2,2,2-Trichloroethanol	C07490	Endogenous	147.924947839
HMDB41797	2,4-Dichlorophenoxyacetic acid	C03664	Endogenous	219.969399472
HMDB41804	2-Isopropoxyphenol	NA	Endogenous	152.083729628
HMDB41805	2-Thiothiazolidine-4-carboxylic acid	NA	Endogenous	162.976169789
HMDB41806	3,4-Dimethoxyphenylethylamine	NA	Endogenous	181.110278729
HMDB41807	3-Phenoxybenzoic acid	NA	Endogenous	214.062994186
HMDB41810	4-Chlorocatechol	C02375	Endogenous	143.997807111
HMDB41812	6-Acetylmorphine	C11781	Endogenous	327.147058165
HMDB41813	6-Demethylgriseofulvin	NA	Endogenous	338.055715919
HMDB41815	6-Sulfatoxymelatonin	NA	Endogenous	328.072906944
HMDB41817	7-Aminoclonazepam	NA	Endogenous	285.066889728
HMDB41818	7-Aminoflunitrazepam	NA	Endogenous	283.11209029
HMDB41819	7-Aminonitrazepam	NA	Endogenous	251.105862053
HMDB41820	8-Oxoguanine	C20155	Endogenous	165.028674365
HMDB41824	alpha-Zearalenol	C14750	Endogenous	320.162373878
HMDB41827	Ammonium	C01342	Endogenous	18.034374133
HMDB41838	beta-Zearalenol	C14751	Endogenous	320.162373878
HMDB41842	Bufotenin	C08299	Endogenous	204.126263144
HMDB41844	Butoxyacetic acid	NA	Endogenous	132.07864425
HMDB41849	Carboxytolbutamide	NA	Endogenous	300.077992322
HMDB41862	D-Glucaro-1,4-lactone	NA	Endogenous	192.02700261
HMDB41876	Diacetylspermine	C03413	Endogenous	358.190231702
HMDB41878	Diethylamine	C14422	Endogenous	73.089149357
HMDB41879	Dihydrodigoxin	NA	Endogenous	782.44525682
HMDB41886	Enalaprilat	C11720	Endogenous	348.168521888
HMDB41887	Endalin	NA	Endogenous	229.08626947
HMDB41888	Epinine	C07453	Endogenous	167.094628665
HMDB41900	gamma-Carboxyglutamic acid	NA	Endogenous	191.042987025
HMDB41905	4-Hydroxyphenytoin	NA	Endogenous	268.08479226
HMDB41908	Imidaprilat	NA	Endogenous	377.158685483
HMDB41929	Methoxyacetic acid	NA	Endogenous	90.031694058
HMDB41939	N'-nitrosoanabasine	C19477	Endogenous	191.105862053
HMDB41941	N,N'-dinitrosopiperazine	NA	Endogenous	144.06472552
HMDB41942	N-Acetyl-S-(N-methylcarbamoyl)cysteine	C11490	Endogenous	220.051777572
HMDB41943	N-Acetyldopamine	NA	Endogenous	195.089543287
HMDB41944	N-Acetylprocainamide	NA	Endogenous	277.179026995
HMDB41945	N-Ethylglycine	C11735	Endogenous	103.063328537
HMDB41946	N-Nitrosoproline	C19485	Endogenous	144.053492132
HMDB41947	N1,N8-Diacetylspermidine	NA	Endogenous	230.186852027
HMDB41948	Nephritogenoside	NA	Endogenous	504.169034976
HMDB41949	Nitecapone	NA	Endogenous	265.058637089
HMDB41953	Nnal-N-oxide	C19603	Endogenous	225.111341361
HMDB41954	Norbutorphanol	NA	Endogenous	259.157228921
HMDB41958	Normeperidine	NA	Endogenous	233.141578857
HMDB41962	Norpropoxyphene	NA	Endogenous	325.204179113
HMDB41992	Pivalic acid	NA	Endogenous	102.068079564
HMDB41993	Pivaloylcarnitine	NA	Endogenous	245.162708229
HMDB41997	Pregnanetriolone	C15368	Endogenous	350.245709576
HMDB42000	Psilocin	C08312	Endogenous	204.126263144
HMDB42005	Quinaprilat	NA	Endogenous	410.184171952
HMDB42011	S-Phenylmercapturic acid	NA	Endogenous	239.061613977
HMDB42012	Salsolinol	C09642	Endogenous	179.094628665
HMDB42024	Tectorigenin	C10534	Endogenous	300.063388116
HMDB42032	Thiodiacetic acid	C14872	Endogenous	149.99867937
HMDB42033	Thiodiglycol	NA	Endogenous	122.040150254
HMDB42036	Thymidine glycol	NA	Endogenous	276.095750876
HMDB42048	Trichloroacetic acid	C11150	Endogenous	161.904212397
HMDB42049	Trichloroethanol glucuronide	C14869	Endogenous	323.957035827
HMDB42052	Trimethylselenonium	C18872	Endogenous	124.986947116
HMDB42057	Urodilatin	C16000	Endogenous	3503.683361186
HMDB42061	TG(14:0/14:0/14:0)	NA	Endogenous	722.642440484
HMDB42062	TG(14:0/14:0/15:0)	NA	Endogenous	736.658090548
HMDB42063	TG(14:0/14:0/16:0)	NA	Endogenous	750.673740612
HMDB42064	TG(14:0/14:0/18:0)	NA	Endogenous	778.70504074
HMDB42065	TG(14:0/14:0/20:0)	NA	Endogenous	806.736340868
HMDB42066	TG(14:0/14:0/22:0)	NA	Endogenous	834.767640996
HMDB42067	TG(14:0/14:0/24:0)	NA	Endogenous	862.798941124
HMDB42068	TG(14:0/14:0/14:1(9Z))	NA	Endogenous	720.62679042
HMDB42069	TG(14:0/14:0/16:1(9Z))	NA	Endogenous	748.658090548
HMDB42070	TG(14:0/14:0/18:1(11Z))	NA	Endogenous	776.689390676
HMDB42071	TG(14:0/14:0/18:1(9Z))	NA	Endogenous	776.689390676
HMDB42072	TG(14:0/14:0/20:1(11Z))	NA	Endogenous	804.720690804
HMDB42073	TG(14:0/14:0/20:3(5Z,8Z,11Z))	NA	Endogenous	800.689390676
HMDB42074	TG(14:0/14:0/22:1(13Z))	NA	Endogenous	832.751990932
HMDB42075	TG(14:0/14:0/24:1(15Z))	NA	Endogenous	860.78329106
HMDB42076	TG(14:0/14:0/18:2(9Z,12Z))	NA	Endogenous	788.689390676
HMDB42077	TG(14:0/14:0/18:3(6Z,9Z,12Z))	NA	Endogenous	772.658090548
HMDB42078	TG(14:0/14:0/20:2n6)	NA	Endogenous	788.689390676
HMDB42079	TG(14:0/14:0/20:3n6)	NA	Endogenous	800.689390676
HMDB42080	TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	798.673740612
HMDB42081	TG(14:0/14:0/22:2(13Z,16Z))	NA	Endogenous	830.736340868
HMDB42082	TG(14:0/14:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	826.70504074
HMDB42083	TG(14:0/14:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	824.689390676
HMDB42084	TG(14:0/14:0/18:3(9Z,12Z,15Z))	NA	Endogenous	772.658090548
HMDB42085	TG(14:0/14:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	770.642440484
HMDB42086	TG(14:0/14:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	798.673740612
HMDB42087	TG(14:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	796.658090548
HMDB42088	TG(14:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	824.689390676
HMDB42089	TG(14:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	822.673740612
HMDB42090	TG(14:0/14:0/o-18:0)	NA	Endogenous	764.725776182
HMDB42091	TG(14:0/15:0/14:0)	NA	Endogenous	736.658090548
HMDB42092	TG(14:0/15:0/15:0)	NA	Endogenous	750.673740612
HMDB42093	TG(14:0/15:0/16:0)	NA	Endogenous	764.689390676
HMDB42094	TG(14:0/15:0/18:0)	NA	Endogenous	792.720690804
HMDB42095	TG(14:0/15:0/20:0)	NA	Endogenous	820.751990932
HMDB42096	TG(14:0/15:0/22:0)	NA	Endogenous	848.78329106
HMDB42097	TG(14:0/15:0/24:0)	NA	Endogenous	876.814591188
HMDB42098	TG(14:0/15:0/14:1(9Z))	NA	Endogenous	734.642440484
HMDB42099	TG(14:0/15:0/16:1(9Z))	NA	Endogenous	762.673740612
HMDB42100	TG(14:0/15:0/18:1(11Z))	NA	Endogenous	790.70504074
HMDB42101	TG(14:0/15:0/18:1(9Z))	NA	Endogenous	790.70504074
HMDB42102	TG(14:0/15:0/20:1(11Z))	NA	Endogenous	818.736340868
HMDB42103	TG(14:0/15:0/20:3(5Z,8Z,11Z))	NA	Endogenous	814.70504074
HMDB42104	TG(14:0/15:0/22:1(13Z))	NA	Endogenous	846.767640996
HMDB42105	TG(14:0/15:0/24:1(15Z))	NA	Endogenous	874.798941124
HMDB42106	TG(14:0/15:0/18:2(9Z,12Z))	NA	Endogenous	802.70504074
HMDB42107	TG(14:0/15:0/18:3(6Z,9Z,12Z))	NA	Endogenous	786.673740612
HMDB42108	TG(14:0/15:0/20:2n6)	NA	Endogenous	802.70504074
HMDB42109	TG(14:0/15:0/20:3n6)	NA	Endogenous	814.70504074
HMDB42110	TG(14:0/15:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	812.689390676
HMDB42111	TG(14:0/15:0/22:2(13Z,16Z))	NA	Endogenous	844.751990932
HMDB42112	TG(14:0/15:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	840.720690804
HMDB42113	TG(14:0/15:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	838.70504074
HMDB42114	TG(14:0/15:0/18:3(9Z,12Z,15Z))	NA	Endogenous	786.673740612
HMDB42115	TG(14:0/15:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	784.658090548
HMDB42116	TG(14:0/15:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	812.689390676
HMDB42117	TG(14:0/15:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	810.673740612
HMDB42118	TG(14:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	838.70504074
HMDB42119	TG(14:0/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	836.689390676
HMDB42120	TG(14:0/15:0/o-18:0)	NA	Endogenous	778.741426246
HMDB42121	TG(14:0/16:0/14:0)	NA	Endogenous	750.673740612
HMDB42122	TG(14:0/16:0/15:0)	NA	Endogenous	764.689390676
HMDB42123	TG(14:0/16:0/16:0)	NA	Endogenous	778.70504074
HMDB42124	TG(14:0/16:0/18:0)	NA	Endogenous	806.736340868
HMDB42125	TG(14:0/16:0/20:0)	NA	Endogenous	834.767640996
HMDB42126	TG(14:0/16:0/22:0)	NA	Endogenous	862.798941124
HMDB42127	TG(14:0/16:0/24:0)	NA	Endogenous	890.830241252
HMDB42128	TG(14:0/16:0/14:1(9Z))	NA	Endogenous	748.658090548
HMDB42129	TG(14:0/16:0/16:1(9Z))	NA	Endogenous	776.689390676
HMDB42130	TG(14:0/16:0/18:1(11Z))	NA	Endogenous	804.720690804
HMDB42131	TG(14:0/16:0/18:1(9Z))	NA	Endogenous	804.720690804
HMDB42132	TG(14:0/16:0/20:1(11Z))	NA	Endogenous	832.751990932
HMDB42133	TG(14:0/16:0/20:3(5Z,8Z,11Z))	NA	Endogenous	828.720690804
HMDB42134	TG(14:0/16:0/22:1(13Z))	NA	Endogenous	860.78329106
HMDB42135	TG(14:0/16:0/24:1(15Z))	NA	Endogenous	888.814591188
HMDB42136	TG(14:0/16:0/18:2(9Z,12Z))	NA	Endogenous	816.720690804
HMDB42137	TG(14:0/16:0/18:3(6Z,9Z,12Z))	NA	Endogenous	800.689390676
HMDB42138	TG(14:0/16:0/20:2n6)	NA	Endogenous	816.720690804
HMDB42139	TG(14:0/16:0/20:3n6)	NA	Endogenous	828.720690804
HMDB42140	TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	826.70504074
HMDB42141	TG(14:0/16:0/22:2(13Z,16Z))	NA	Endogenous	858.767640996
HMDB42142	TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	854.736340868
HMDB42143	TG(14:0/16:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	852.720690804
HMDB42144	TG(14:0/16:0/18:3(9Z,12Z,15Z))	NA	Endogenous	800.689390676
HMDB42145	TG(14:0/16:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	798.673740612
HMDB42146	TG(14:0/16:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	826.70504074
HMDB42147	TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	824.689390676
HMDB42148	TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	852.720690804
HMDB42149	TG(14:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	850.70504074
HMDB42150	TG(14:0/16:0/o-18:0)	NA	Endogenous	792.75707631
HMDB42151	TG(14:0/18:0/14:0)	NA	Endogenous	778.70504074
HMDB42152	TG(14:0/18:0/15:0)	NA	Endogenous	792.720690804
HMDB42153	TG(14:0/18:0/16:0)	NA	Endogenous	806.736340868
HMDB42154	TG(14:0/18:0/18:0)	NA	Endogenous	834.767640996
HMDB42155	TG(14:0/18:0/20:0)	NA	Endogenous	862.798941124
HMDB42156	TG(14:0/18:0/22:0)	NA	Endogenous	890.830241252
HMDB42157	TG(14:0/18:0/24:0)	NA	Endogenous	918.86154138
HMDB42158	TG(14:0/18:0/14:1(9Z))	NA	Endogenous	776.689390676
HMDB42159	TG(14:0/18:0/16:1(9Z))	NA	Endogenous	804.720690804
HMDB42160	TG(14:0/18:0/18:1(11Z))	NA	Endogenous	832.751990932
HMDB42161	TG(14:0/18:0/18:1(9Z))	NA	Endogenous	832.751990932
HMDB42162	TG(14:0/18:0/20:1(11Z))	NA	Endogenous	860.78329106
HMDB42163	TG(14:0/18:0/20:3(5Z,8Z,11Z))	NA	Endogenous	856.751990932
HMDB42164	TG(14:0/18:0/22:1(13Z))	NA	Endogenous	888.814591188
HMDB42165	TG(14:0/18:0/24:1(15Z))	NA	Endogenous	916.845891316
HMDB42166	TG(14:0/18:0/18:2(9Z,12Z))	NA	Endogenous	844.751990932
HMDB42167	TG(14:0/18:0/18:3(6Z,9Z,12Z))	NA	Endogenous	828.720690804
HMDB42168	TG(14:0/18:0/20:2n6)	NA	Endogenous	844.751990932
HMDB42169	TG(14:0/18:0/20:3n6)	NA	Endogenous	856.751990932
HMDB42170	TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	854.736340868
HMDB42171	TG(14:0/18:0/22:2(13Z,16Z))	NA	Endogenous	886.798941124
HMDB42172	TG(14:0/18:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	882.767640996
HMDB42173	TG(14:0/18:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	880.751990932
HMDB42174	TG(14:0/18:0/18:3(9Z,12Z,15Z))	NA	Endogenous	828.720690804
HMDB42175	TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	826.70504074
HMDB42176	TG(14:0/18:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	854.736340868
HMDB42177	TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	852.720690804
HMDB42178	TG(14:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	880.751990932
HMDB42179	TG(14:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	878.736340868
HMDB42180	TG(14:0/18:0/o-18:0)	NA	Endogenous	820.788376438
HMDB42181	TG(14:0/20:0/14:0)	NA	Endogenous	806.736340868
HMDB42182	TG(14:0/20:0/15:0)	NA	Endogenous	820.751990932
HMDB42183	TG(14:0/20:0/16:0)	NA	Endogenous	834.767640996
HMDB42184	TG(14:0/20:0/18:0)	NA	Endogenous	862.798941124
HMDB42185	TG(14:0/20:0/20:0)	NA	Endogenous	890.830241252
HMDB42186	TG(14:0/20:0/22:0)	NA	Endogenous	918.86154138
HMDB42187	TG(14:0/20:0/24:0)	NA	Endogenous	946.892841508
HMDB42188	TG(14:0/20:0/14:1(9Z))	NA	Endogenous	804.720690804
HMDB42189	TG(14:0/20:0/16:1(9Z))	NA	Endogenous	832.751990932
HMDB42190	TG(14:0/20:0/18:1(11Z))	NA	Endogenous	860.78329106
HMDB42191	TG(14:0/20:0/18:1(9Z))	NA	Endogenous	860.78329106
HMDB42192	TG(14:0/20:0/20:1(11Z))	NA	Endogenous	888.814591188
HMDB42193	TG(14:0/20:0/20:3(5Z,8Z,11Z))	NA	Endogenous	884.78329106
HMDB42194	TG(14:0/20:0/22:1(13Z))	NA	Endogenous	916.845891316
HMDB42195	TG(14:0/20:0/24:1(15Z))	NA	Endogenous	944.877191444
HMDB42196	TG(14:0/20:0/18:2(9Z,12Z))	NA	Endogenous	872.78329106
HMDB42197	TG(14:0/20:0/18:3(6Z,9Z,12Z))	NA	Endogenous	856.751990932
HMDB42198	TG(14:0/20:0/20:2n6)	NA	Endogenous	872.78329106
HMDB42199	TG(14:0/20:0/20:3n6)	NA	Endogenous	884.78329106
HMDB42200	TG(14:0/20:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	882.767640996
HMDB42201	TG(14:0/20:0/22:2(13Z,16Z))	NA	Endogenous	914.830241252
HMDB42202	TG(14:0/20:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	910.798941124
HMDB42203	TG(14:0/20:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	908.78329106
HMDB42204	TG(14:0/20:0/18:3(9Z,12Z,15Z))	NA	Endogenous	856.751990932
HMDB42205	TG(14:0/20:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	854.736340868
HMDB42206	TG(14:0/20:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	882.767640996
HMDB42207	TG(14:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	880.751990932
HMDB42208	TG(14:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	908.78329106
HMDB42209	TG(14:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	906.767640996
HMDB42210	TG(14:0/20:0/o-18:0)	NA	Endogenous	848.819676566
HMDB42211	TG(14:0/22:0/14:0)	NA	Endogenous	834.767640996
HMDB42212	TG(14:0/22:0/15:0)	NA	Endogenous	848.78329106
HMDB42213	TG(14:0/22:0/16:0)	NA	Endogenous	862.798941124
HMDB42214	TG(14:0/22:0/18:0)	NA	Endogenous	890.830241252
HMDB42215	TG(14:0/22:0/20:0)	NA	Endogenous	918.86154138
HMDB42216	TG(14:0/22:0/22:0)	NA	Endogenous	946.892841508
HMDB42217	TG(14:0/22:0/24:0)	NA	Endogenous	974.924141636
HMDB42218	TG(14:0/22:0/14:1(9Z))	NA	Endogenous	832.751990932
HMDB42219	TG(14:0/22:0/16:1(9Z))	NA	Endogenous	860.78329106
HMDB42220	TG(14:0/22:0/18:1(11Z))	NA	Endogenous	888.814591188
HMDB42221	TG(14:0/22:0/18:1(9Z))	NA	Endogenous	888.814591188
HMDB42222	TG(14:0/22:0/20:1(11Z))	NA	Endogenous	916.845891316
HMDB42223	TG(14:0/22:0/20:3(5Z,8Z,11Z))	NA	Endogenous	912.814591188
HMDB42224	TG(14:0/22:0/22:1(13Z))	NA	Endogenous	944.877191444
HMDB42225	TG(14:0/22:0/24:1(15Z))	NA	Endogenous	972.908491572
HMDB42226	TG(14:0/22:0/18:2(9Z,12Z))	NA	Endogenous	900.814591188
HMDB42227	TG(14:0/22:0/18:3(6Z,9Z,12Z))	NA	Endogenous	884.78329106
HMDB42228	TG(14:0/22:0/20:2n6)	NA	Endogenous	900.814591188
HMDB42229	TG(14:0/22:0/20:3n6)	NA	Endogenous	912.814591188
HMDB42230	TG(14:0/22:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	910.798941124
HMDB42231	TG(14:0/22:0/22:2(13Z,16Z))	NA	Endogenous	942.86154138
HMDB42232	TG(14:0/22:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	938.830241252
HMDB42233	TG(14:0/22:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	936.814591188
HMDB42234	TG(14:0/22:0/18:3(9Z,12Z,15Z))	NA	Endogenous	884.78329106
HMDB42235	TG(14:0/22:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	882.767640996
HMDB42236	TG(14:0/22:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	910.798941124
HMDB42237	TG(14:0/22:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	908.78329106
HMDB42238	TG(14:0/22:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	936.814591188
HMDB42239	TG(14:0/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	934.798941124
HMDB42240	TG(14:0/22:0/o-18:0)	NA	Endogenous	876.850976694
HMDB42241	TG(14:0/24:0/14:0)	NA	Endogenous	862.798941124
HMDB42242	TG(14:0/24:0/15:0)	NA	Endogenous	876.814591188
HMDB42243	TG(14:0/24:0/16:0)	NA	Endogenous	890.830241252
HMDB42244	TG(14:0/24:0/18:0)	NA	Endogenous	918.86154138
HMDB42245	TG(14:0/24:0/20:0)	NA	Endogenous	946.892841508
HMDB42246	TG(14:0/24:0/22:0)	NA	Endogenous	974.924141636
HMDB42247	TG(14:0/24:0/24:0)	NA	Endogenous	1002.955441764
HMDB42248	TG(14:0/24:0/14:1(9Z))	NA	Endogenous	860.78329106
HMDB42249	TG(14:0/24:0/16:1(9Z))	NA	Endogenous	888.814591188
HMDB42250	TG(14:0/24:0/18:1(11Z))	NA	Endogenous	916.845891316
HMDB42251	TG(14:0/24:0/18:1(9Z))	NA	Endogenous	916.845891316
HMDB42252	TG(14:0/24:0/20:1(11Z))	NA	Endogenous	944.877191444
HMDB42253	TG(14:0/24:0/20:3(5Z,8Z,11Z))	NA	Endogenous	940.845891316
HMDB42254	TG(14:0/24:0/22:1(13Z))	NA	Endogenous	972.908491572
HMDB42255	TG(14:0/24:0/24:1(15Z))	NA	Endogenous	1000.9397917
HMDB42256	TG(14:0/24:0/18:2(9Z,12Z))	NA	Endogenous	928.845891316
HMDB42257	TG(14:0/24:0/18:3(6Z,9Z,12Z))	NA	Endogenous	912.814591188
HMDB42258	TG(14:0/24:0/20:2n6)	NA	Endogenous	928.845891316
HMDB42259	TG(14:0/24:0/20:3n6)	NA	Endogenous	940.845891316
HMDB42260	TG(14:0/24:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	938.830241252
