experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
mouseH5N1rna-MOUSE	RNAseq	H5N1_12H	MOUSE	H5	547253	Parp14	0.162668	0.262877
mouseH5N1rna-MOUSE	RNAseq	H5N1_12H	MOUSE	H5	671535	Parp10	0.015651	0.497417
mouseH5N1rna-MOUSE	RNAseq	H5N1_12H	MOUSE	H5	100041375	Cyp3a41b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_12H	MOUSE	H5	100041375	Cyp3a41b	0.00166715	-3.0101
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11484	Aspa	0.265005	-0.350435
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11522	Adh1	0.0026798	0.541568
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11529	Adh7	0.727512	0.0912972
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11529	Adh7	1	0.945465
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11611	Agxt	1	-4.00974
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11754	Aoc3	0.0787765	0.466054
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11754	Aoc3	1	1.36414
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	11898	Ass1	0.408782	0.304243
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	12116	Bhmt	1	-3.5132
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	12411	Cbs	0.462101	-0.344399
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13101	Cyp2d10	1	-3.2103
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13101	Cyp2d10	1	0
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13106	Cyp2e1	0.56032	0.134129
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13112	Cyp3a11	1	-1.77083
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13113	Cyp3a13	0.0582069	-0.515798
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13884	Ces1c	0.00448409	-1.44322
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13897	Ces1e	0.0137866	-0.679417
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	13909	Ces3b	1	-0.62814
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14085	Fah	0.127381	0.440029
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14857	Gsta1	0.563733	0.215656
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14859	Gsta3	0.831211	-0.0534662
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14860	Gsta4	0.909073	0.0310018
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14862	Gstm1	0.232151	0.228795
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14864	Gstm3	0.763226	0.245948
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14867	Gstm6	0.430068	-0.379832
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14870	Gstp1	0.000493755	0.944932
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	14873	Gsto1	0.0587668	0.366605
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	15473	Rida	0.542791	-0.189535
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	16832	Ldhb	0.000493755	-0.629408
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	17105	Lyz2	0.954208	-0.0423965
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	17105	Lyz2	0.728675	-0.0906839
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	27053	Asns	0.454275	0.182052
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	50721	Sirt6	0.168784	0.529657
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	53896	Slc7a10	0.106522	0.546077
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	54486	Hpgds	0.797002	-0.138441
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	56615	Mgst1	0.000493755	-0.788794
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	56847	Aldh1a3	0.0650318	0.795312
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	59027	Nampt	0.0158482	0.415005
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	64918	Bhmt2	1	-2.05404
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	66194	Pycrl	0.210437	0.414106
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	67054	Paics	0.279201	-0.232032
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	68312	Gstm7	0.191016	-0.634512
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	68636	Fahd1	0.123458	-0.442937
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	69719	Cad	0.550377	0.591975
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	70503	Ddo	0.000493755	-0.701284
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	71984	Sars2	0.0415025	0.842633
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	72535	Aldh1b1	0.0107295	0.823542
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	76263	Gstk1	0.105163	-0.344482
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	76615	Got1l1	0.484756	-0.468238
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	78781	Zc3hav1	0.000493755	0.816468
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	80285	Parp9	0.000493755	1.07788
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	101187	Parp11	0.00201636	0.716137
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	102022	Ces2a	1	-0.862693
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	104158	Ces1d	0.0275585	-0.437951
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	104816	Aspg	0.937806	-0.0526686
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	107869	Cth	0.80072	0.106326
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	108037	Shmt2	0.033593	0.729374
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	109900	Asl	0.0102695	0.693351
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	209011	Sirt7	0.0347433	0.46281
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	226414	Dars	0.54855	-0.132546
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	228677	Sptlc3	0.100705	-0.434113
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	234564	Ces1f	0.326286	-0.275885
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	234673	Ces2e	0.962094	-0.0250975
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	235587	Parp3	0.00235151	0.573922
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	237320	Aldh8a1	1	-1.82805
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	243771	Parp12	0.000493755	1.04756
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	257635	Sdsl	1	0.454814
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	269378	Ahcy	0.269215	0.371659
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	382053	Ces3a	1	-2.00057
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	547253	Parp14	0.000493755	1.30841
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	671535	Parp10	0.000493755	1.30221
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	100041375	Cyp3a41b	1	-3.39815
mouseH5N1rna-MOUSE	RNAseq	H5N1_D01	MOUSE	H5	100041375	Cyp3a41b	0.0104985	-1.65169
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11484	Aspa	0.00713602	-0.814086
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11522	Adh1	0.0168533	-0.455359
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11529	Adh7	0.000493755	-0.618691
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11529	Adh7	1	-0.0538005
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11611	Agxt	1	-1.44701
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11754	Aoc3	0.00739058	-0.767556
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11754	Aoc3	1	1.05123
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	11898	Ass1	0.000493755	1.1001
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	12116	Bhmt	1	-2.78693
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	12411	Cbs	0.0195898	-1.06082
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13101	Cyp2d10	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13101	Cyp2d10	1	0
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13106	Cyp2e1	0.847445	0.051399
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13112	Cyp3a11	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13113	Cyp3a13	0.0137866	-0.650035
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13884	Ces1c	0.000493755	-2.8019
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13897	Ces1e	0.000493755	-2.10592
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	13909	Ces3b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14085	Fah	0.759454	0.118465
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14857	Gsta1	0.000493755	-1.44498
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14859	Gsta3	0.00130082	-0.540893
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14860	Gsta4	0.000493755	-0.695039
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14862	Gstm1	0.000493755	-0.859898
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14864	Gstm3	0.18085	-0.996677
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14867	Gstm6	0.000493755	-1.92543
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14870	Gstp1	0.948708	-0.0215718
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	14873	Gsto1	0.084911	-0.322208
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	15473	Rida	0.000493755	-1.0538
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	16832	Ldhb	0.000493755	-1.09965
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	17105	Lyz2	0.722388	-0.217915
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	17105	Lyz2	0.205288	-0.263932
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	27053	Asns	0.170253	0.299223
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	50721	Sirt6	0.752495	0.158012
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	53896	Slc7a10	0.0311318	-0.935688
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	54486	Hpgds	0.182714	0.53012
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	56615	Mgst1	0.000493755	-0.839124
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	56847	Aldh1a3	0.000493755	2.05261
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	59027	Nampt	0.000493755	1.99461
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	64918	Bhmt2	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	66194	Pycrl	0.363319	0.317578
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	67054	Paics	0.0715368	-0.358411
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	68312	Gstm7	0.0227912	-1.12759
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	68636	Fahd1	0.000493755	-0.963806
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	69719	Cad	0.946449	0.0947202
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	70503	Ddo	0.000493755	-2.20358
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	71984	Sars2	0.0361736	0.860012
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	72535	Aldh1b1	0.000493755	2.90456
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	76263	Gstk1	0.00504047	-0.577574
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	76615	Got1l1	0.0454493	-3.39536
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	78781	Zc3hav1	0.000493755	1.56436
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	80285	Parp9	0.000493755	2.79794
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	101187	Parp11	0.000493755	2.10868
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	102022	Ces2a	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	104158	Ces1d	0.000493755	-1.02163
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	104816	Aspg	0.743625	-0.188952
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	107869	Cth	0.812876	0.101116
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	108037	Shmt2	0.267346	0.428057
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	109900	Asl	0.44249	0.255751
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	209011	Sirt7	0.0150484	0.510119
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	226414	Dars	0.000493755	-0.601635
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	228677	Sptlc3	0.000493755	-1.25801
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	234564	Ces1f	0.000493755	-1.93467
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	234673	Ces2e	0.00419504	-1.32852
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	235587	Parp3	0.000493755	1.34257
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	237320	Aldh8a1	1	-2.89601
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	243771	Parp12	0.000493755	2.54044
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	257635	Sdsl	1	0.642702
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	269378	Ahcy	0.00235151	0.879704
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	382053	Ces3a	1	-5.00437
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	547253	Parp14	0.000493755	2.76173
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	671535	Parp10	0.000493755	2.91034
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	100041375	Cyp3a41b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D02	MOUSE	H5	100041375	Cyp3a41b	0.000493755	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11484	Aspa	0.000493755	-1.10691
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11522	Adh1	0.142913	-0.289405
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11529	Adh7	0.000493755	-1.9461
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11529	Adh7	1	-1.99678
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11611	Agxt	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11754	Aoc3	0.00130082	-1.04869
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11754	Aoc3	1	1.06116
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	11898	Ass1	0.000493755	1.66418
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	12116	Bhmt	1	-2.13547
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	12411	Cbs	0.00201636	-1.5059
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13101	Cyp2d10	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13101	Cyp2d10	1	0
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13106	Cyp2e1	0.000493755	-0.691119
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13112	Cyp3a11	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13113	Cyp3a13	0.000493755	-1.44736
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13884	Ces1c	0.000493755	-3.09819
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13897	Ces1e	0.000493755	-2.81106
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	13909	Ces3b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14085	Fah	0.681147	0.147836
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14857	Gsta1	0.000493755	-2.52986
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14859	Gsta3	0.000493755	-1.24326
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14860	Gsta4	0.000493755	-1.42327
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14862	Gstm1	0.000493755	-1.52506
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14864	Gstm3	0.0316391	-1.94244
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14867	Gstm6	0.000493755	-1.96586
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14870	Gstp1	0.00932955	0.553747
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	14873	Gsto1	0.000493755	-1.20535
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	15473	Rida	0.000493755	-1.55458
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	16832	Ldhb	0.000493755	-1.90138
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	17105	Lyz2	0.506623	-0.369042
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	17105	Lyz2	0.000493755	-0.642
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	27053	Asns	0.00764159	0.554449
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	50721	Sirt6	0.000493755	1.10903
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	53896	Slc7a10	0.2424	-0.480019
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	54486	Hpgds	0.00585095	1.00566
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	56615	Mgst1	0.000493755	-1.60421
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	56847	Aldh1a3	0.00166715	1.28473
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	59027	Nampt	0.000493755	1.06289
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	64918	Bhmt2	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	66194	Pycrl	0.000493755	1.08123
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	67054	Paics	0.005315	-0.515368
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	68312	Gstm7	0.00390517	-1.72728
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	68636	Fahd1	0.00166715	-0.94676
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	69719	Cad	0.1911	1.10468
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	70503	Ddo	0.000493755	-2.38439
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	71984	Sars2	0.0120645	1.02679
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	72535	Aldh1b1	0.000493755	2.28286
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	76263	Gstk1	0.000493755	-1.02798
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	76615	Got1l1	0.0877839	-3.75713
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	78781	Zc3hav1	0.000493755	1.18505
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	80285	Parp9	0.000493755	1.99925
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	101187	Parp11	0.000493755	1.92204
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	102022	Ces2a	1	-1.92235
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	104158	Ces1d	0.000493755	-1.71901
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	104816	Aspg	0.0152548	-1.29045
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	107869	Cth	0.730469	-0.143881
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	108037	Shmt2	0.00235151	0.982394
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	109900	Asl	0.00235151	0.789708
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	209011	Sirt7	0.000493755	1.06845
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	226414	Dars	0.921888	-0.0268464
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	228677	Sptlc3	0.000493755	-2.27806
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	234564	Ces1f	0.000493755	-2.01184
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	234673	Ces2e	0.000493755	-2.11826
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	235587	Parp3	0.000493755	1.36141
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	237320	Aldh8a1	1	-1.00333
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	243771	Parp12	0.000493755	2.25841
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	257635	Sdsl	0.249744	0.883179
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	269378	Ahcy	0.00558691	0.806199
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	382053	Ces3a	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	547253	Parp14	0.000493755	2.01049
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	671535	Parp10	0.000493755	2.45683
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	100041375	Cyp3a41b	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D03	MOUSE	H5	100041375	Cyp3a41b	0.03296	-4.41899
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11484	Aspa	0.00980043	-0.784606
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11522	Adh1	0.130325	0.290849
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11529	Adh7	0.000493755	-0.939555
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11529	Adh7	1	-3.09581
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11611	Agxt	1	-3.38251
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11754	Aoc3	0.00166715	-0.907091
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11754	Aoc3	1	1.06797
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	11898	Ass1	0.000493755	1.43955
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	12116	Bhmt	1	-5.20895
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	12411	Cbs	0.000914364	-1.93444
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13101	Cyp2d10	1	-1.797693134e+308
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13101	Cyp2d10	1	0
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13106	Cyp2e1	0.000493755	-1.09748
mouseH5N1rna-MOUSE	RNAseq	H5N1_D04	MOUSE	H5	13112	Cyp3a11	1	-4.18302
