Modified.sequence	m/z	Retention time	Group	Use	RawFile	Intensity	Proteins	Charge
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf4d-1	213	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf4d-1	16229	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf4d-1	320542	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf4d-1	11619	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf4d-1	26736	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf4d-1	320	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf4d-1	20647	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf4d-1	460	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf4d-1	221	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf4d-1	62764	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf4d-1	18075	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf4d-1	39557	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf4d-1	26100	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf4d-1	16473	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf4d-1	22072	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf4d-1	13218	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf4d-1	13813	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf4d-1	15826	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf4d-1	8432	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf4d-1	94031	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf4d-1	1578	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf4d-1	13828	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf4d-1	5373	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf4d-1	510	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf4d-1	9789	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf4d-1	183608	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf4d-1	6797	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf4d-1	2704	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf4d-1	7274	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf4d-1	342	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf4d-1	420	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf4d-1	3855	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf4d-1	20636	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf4d-1	17273	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf4d-1	18724	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf4d-1	34	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf4d-1	10482	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf4d-1	19473	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf4d-1	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf4d-1	6084	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf4d-1	6125	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf4d-1	5197	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf4d-1	201	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf4d-1	16657	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf4d-1	8948	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf4d-1	17750	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf4d-1	7418	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf4d-1	21	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf4d-2	6326	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf4d-2	16168	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf4d-2	3614	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf4d-2	6448	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf4d-2	66	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf4d-2	1541	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf4d-2	453215	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf4d-2	1505736	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf4d-2	3627	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf4d-2	524	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf4d-2	3132	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf4d-2	219	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf4d-2	247469	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf4d-2	163773	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf4d-2	94215	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf4d-2	244	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf4d-2	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf4d-2	8496	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf4d-2	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf4d-2	16985	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf4d-2	29819	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf4d-2	9366	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf4d-2	47343	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf4d-2	7000	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf4d-2	9181	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf4d-2	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf4d-2	12286	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf4d-2	141625	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf4d-2	0	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf4d-2	40	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf4d-2	62823	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf4d-2	80850	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf4d-2	56601	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf4d-2	15761	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf4d-2	4294	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf4d-2	34645	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf4d-2	51342	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf4d-2	43294	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf4d-2	4287	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf4d-2	10763	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf4d-2	37643	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf4d-2	2459	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf4d-2	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf4d-2	74	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf4d-2	536124	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf4d-2	21086	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf4d-2	15584	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf4d-2	18833	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf4d-2	6710	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf4d-2	1321	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf4d-2	8765	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf4d-2	5216	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf4d-2	3827	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf4d-2	273	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf4d-2	24865	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf4d-2	383880	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf4d-2	15085	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf4d-2	30646	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf4d-2	202	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf4d-2	21462	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf4d-2	821	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf4d-2	316	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf4d-2	70781	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf4d-2	16195	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf4d-2	45275	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf4d-2	24312	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf4d-2	17948	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf4d-2	26499	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf4d-2	15704	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf4d-2	16615	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf4d-2	13410	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf4d-2	8551	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf4d-2	98861	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf4d-2	2368	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf4d-2	4853	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf4d-2	4406	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf4d-2	420	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf4d-2	105832	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf4d-2	225183	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf4d-2	8330	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf4d-2	3298	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf4d-2	11777	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf4d-2	402	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf4d-2	581	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf4d-2	2763	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf4d-2	22365	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf4d-2	20148	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf4d-2	21380	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf4d-2	40	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf4d-2	7958	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf4d-2	29467	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf4d-2	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf4d-2	5425	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf4d-2	5836	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf4d-2	5444	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf4d-2	130	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf4d-2	17093	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf4d-2	10457	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf4d-2	30071	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf4d-2	9556	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf4d-2	14	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf4d-3	6833	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf4d-3	14295	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf4d-3	3224	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf4d-3	4410	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf4d-3	56	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf4d-3	4179	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf4d-3	511803	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf4d-3	1585322	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf4d-3	4704	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf4d-3	1468	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf4d-3	4559	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf4d-3	450	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf4d-3	227972	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf4d-3	144228	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf4d-3	72220	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf4d-3	286	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf4d-3	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf4d-3	6994	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf4d-3	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf4d-3	22574	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf4d-3	35305	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf4d-3	6335	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf4d-3	31443	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf4d-3	6855	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf4d-3	7387	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf4d-3	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf4d-3	10844	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf4d-3	145085	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf4d-3	0	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf4d-3	28	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf4d-3	66950	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf4d-3	72226	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf4d-3	61783	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf4d-3	16543	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf4d-3	3767	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf4d-3	34071	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf4d-3	46036	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf4d-3	36148	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf4d-3	2935	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf4d-3	10684	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf4d-3	34312	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf4d-3	1801	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf4d-3	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf4d-3	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf4d-3	429828	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf4d-3	21011	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf4d-3	11970	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf4d-3	20285	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf4d-3	7475	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf4d-3	1283	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf4d-3	8807	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf4d-3	5143	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf4d-3	4065	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf4d-3	236	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf4d-3	25375	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf4d-3	322286	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf4d-3	11048	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf4d-3	25929	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf4d-3	125	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf4d-3	22618	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf4d-3	612	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf4d-3	355	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf4d-3	62213	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf4d-3	15545	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf4d-3	40850	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf4d-3	24124	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf4d-3	16973	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf4d-3	29174	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf4d-3	16392	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf4d-3	13376	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf4d-3	11699	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf4d-3	10939	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf4d-3	78956	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf4d-3	1225	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf4d-3	3873	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf4d-3	4387	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf4d-3	247	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf4d-3	15216	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf4d-3	155087	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf4d-3	4873	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf4d-3	2599	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf4d-3	5910	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf4d-3	186	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf4d-3	397	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf4d-3	3009	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf4d-3	25062	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf4d-3	17106	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf4d-3	18543	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf4d-3	0	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf4d-3	6651	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf4d-3	18380	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf4d-3	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf4d-3	6064	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf4d-3	6236	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf4d-3	4170	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf4d-3	154	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf4d-3	19300	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf4d-3	11737	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf4d-3	23970	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf4d-3	10667	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf4d-3	0	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf4d-4	7249	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf4d-4	18206	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf4d-4	4583	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf4d-4	6286	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf4d-4	56	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf4d-4	505	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf4d-4	536291	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf4d-4	1800464	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf4d-4	4016	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf4d-4	1022	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf4d-4	3776	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf4d-4	261	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf4d-4	217039	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf4d-4	143787	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf4d-4	74705	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf4d-4	0	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf4d-4	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf4d-4	8130	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf4d-4	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf4d-4	19376	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf4d-4	31850	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf4d-4	11695	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf4d-4	56246	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf4d-4	8394	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf4d-4	11294	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf4d-4	54	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf4d-4	13515	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf4d-4	161691	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf4d-4	270	118.1/10.3	1
